date,region,store_id,product_category,product_id,product_name,unit_price,units_sold,total_sales,customer_type,marketing_campaign,discount_percentage,customer_satisfaction,temperature,day_of_week,holiday,inventory_level,profit_margin,shipping_cost,vendor_id
2023-01-21,East,302,Electronics,E017,Bluetooth Speaker Pro,89.99,16,1439.84,Regular,No,0,4.4,14,Saturday,No,33,21.3,3.99,V001
2023-01-21,West,405,Grocery,G087,Premium Coffee Beans,16.49,58,956.42,Regular,Yes,5,4.3,21,Saturday,No,118,16.1,0.00,V008
2023-01-21,North,102,Clothing,C035,Winter Hat Pro,24.99,43,1074.57,Regular,No,0,4.0,27,Saturday,No,87,25.1,0.00,V002
2023-01-21,South,204,Home,H034,Coffee Maker Deluxe,139.95,8,1119.60,Premium,Yes,8,4.6,33,Saturday,No,17,20.8,5.99,V003
2023-01-21,East,306,Beauty,B047,Eye Cream,27.99,38,1063.62,Regular,No,0,4.5,15,Saturday,No,77,29.9,0.00,V010
2023-01-21,West,402,Electronics,E022,Wireless Charger Pad,29.99,39,1169.61,Regular,Yes,10,4.1,18,Saturday,No,79,19.7,0.00,V001
2023-01-22,North,101,Grocery,G055,Artisan Pasta,6.49,96,623.04,Regular,No,0,4.0,26,Sunday,Yes,193,12.8,0.00,V008
2023-01-22,South,203,Clothing,C059,Running Cap,19.95,48,957.60,Regular,Yes,5,3.9,35,Sunday,Yes,97,24.6,0.00,V002
2023-01-22,East,301,Home,H021,Blender Mini,59.99,19,1139.81,Regular,No,0,4.2,16,Sunday,Yes,39,18.8,4.99,V003
2023-01-22,West,404,Beauty,B027,Perfume Mini,39.99,29,1159.71,Regular,Yes,15,4.4,20,Sunday,Yes,59,31.6,0.00,V010
2023-01-22,North,103,Electronics,E006,Noise Cancelling Earbuds,129.99,13,1689.87,Premium,No,0,4.7,25,Sunday,Yes,27,22.4,0.00,V001
2023-01-22,South,202,Grocery,G035,Premium Crackers,4.99,107,534.93,Regular,Yes,0,3.8,34,Sunday,Yes,217,14.4,0.00,V008
2023-01-22,East,304,Clothing,C077,Business Pants,64.95,17,1104.15,Regular,No,0,4.3,15,Sunday,Yes,35,26.7,0.00,V002
2023-01-22,West,401,Home,H045,Air Purifier Pro,179.99,7,1259.93,Premium,Yes,8,4.8,19,Sunday,Yes,15,23.2,7.99,V003
2023-01-23,North,105,Beauty,B008,Hair Mask,12.99,64,831.36,Regular,No,0,3.9,27,Monday,No,129,28.9,0.00,V010
2023-01-23,South,205,Electronics,E031,Gaming Mouse Pro,79.99,18,1439.82,Regular,Yes,5,4.5,36,Monday,No,37,19.5,0.00,V001
2023-01-23,East,307,Grocery,G059,Organic Tea,5.49,103,565.47,Regular,No,0,4.1,14,Monday,No,208,13.7,0.00,V008
2023-01-23,West,403,Clothing,C101,Designer Socks,19.95,47,937.65,Regular,Yes,10,4.0,21,Monday,No,95,27.8,0.00,V002
2023-01-23,North,104,Home,H011,Cookware Basic,69.99,16,1119.84,Regular,No,0,4.2,26,Monday,No,33,18.1,5.99,V003
2023-01-23,South,201,Beauty,B037,Hair Spray,12.99,67,870.33,Regular,Yes,15,3.8,33,Monday,No,134,29.7,0.00,V010
2023-01-23,East,302,Electronics,E019,Portable Charger Pro,49.99,28,1399.72,Regular,No,0,4.3,15,Monday,No,57,21.1,0.00,V001
2023-01-23,West,405,Grocery,G083,Premium Tea Sampler,14.99,62,929.38,Regular,Yes,5,4.2,18,Monday,No,125,16.3,0.00,V008
2023-01-24,North,102,Clothing,C033,Winter Boots Pro,129.99,9,1169.91,Premium,No,0,4.6,27,Tuesday,No,19,25.3,0.00,V002
2023-01-24,South,204,Home,H036,Kitchen Scale,29.95,32,958.40,Regular,Yes,8,3.9,34,Tuesday,No,65,20.4,2.99,V003
2023-01-24,East,306,Beauty,B043,Face Mask Set,19.99,46,919.54,Regular,No,0,4.1,16,Tuesday,No,93,28.5,0.00,V010
2023-01-24,West,402,Electronics,E030,Wireless Keyboard Pro,99.99,14,1399.86,Regular,Yes,10,4.4,19,Tuesday,No,29,18.8,0.00,V001
2023-01-24,North,101,Grocery,G067,Specialty Coffee,7.99,89,711.11,Regular,No,0,4.0,26,Tuesday,No,179,13.9,0.00,V008
2023-01-24,South,203,Clothing,C055,Athletic Shirt,24.95,39,973.05,Regular,Yes,5,4.2,35,Tuesday,No,79,24.2,0.00,V002
2023-01-24,East,301,Home,H023,Food Slicer,49.99,21,1049.79,Regular,No,0,4.3,15,Tuesday,No,43,19.2,4.99,V003
2023-01-24,West,404,Beauty,B019,Makeup Sponge Set,14.99,58,869.42,Regular,Yes,15,3.9,20,Tuesday,No,117,30.2,0.00,V010
2023-01-25,North,103,Electronics,E009,Headphones Pro,89.99,17,1529.83,Regular,No,0,4.5,25,Wednesday,No,35,22.6,0.00,V001
2023-01-25,South,202,Grocery,G111,Premium Granola,9.49,79,749.71,Regular,Yes,0,4.1,36,Wednesday,No,159,15.2,0.00,V008
2023-01-25,East,304,Clothing,C069,Dress Shoes Basic,89.95,13,1169.35,Regular,No,0,4.3,14,Wednesday,No,28,27.5,0.00,V002
2023-01-25,West,401,Home,H043,Smart Thermostat,149.99,8,1199.92,Premium,Yes,8,4.7,19,Wednesday,No,17,23.4,0.00,V003
2023-01-25,North,105,Beauty,B006,Body Scrub,18.99,49,930.51,Regular,No,0,4.0,27,Wednesday,No,99,29.1,0.00,V010
2023-01-25,South,205,Electronics,E033,Smart Watch Pro,199.99,9,1799.91,Premium,Yes,5,4.8,33,Wednesday,No,19,19.3,0.00,V001
2023-01-25,East,307,Grocery,G043,Organic Chips,4.99,109,543.91,Regular,No,0,3.9,15,Wednesday,No,219,13.5,0.00,V008
2023-01-25,West,403,Clothing,C099,Designer Hat,34.95,27,943.65,Regular,Yes,10,4.1,20,Wednesday,No,55,28.2,0.00,V002
2023-01-26,North,104,Home,H013,Kitchen Utensils Set,24.99,38,949.62,Regular,No,0,3.8,26,Thursday,No,77,18.5,2.99,V003
2023-01-26,South,201,Beauty,B039,Nail Polish Set Pro,29.99,34,1019.66,Regular,Yes,15,4.2,35,Thursday,No,69,30.8,0.00,V010
2023-01-26,East,302,Electronics,E021,Bluetooth Earbuds Pro,69.99,21,1469.79,Regular,No,0,4.4,16,Thursday,No,43,21.9,0.00,V001
2023-01-26,West,405,Grocery,G079,Premium Jam,8.99,83,746.17,Regular,Yes,5,4.0,19,Thursday,No,167,16.7,0.00,V008
2023-01-26,North,102,Clothing,C031,Winter Scarf Set,29.99,36,1079.64,Regular,No,0,4.2,25,Thursday,No,73,25.7,0.00,V002
2023-01-26,South,204,Home,H038,Coffee Grinder Pro,69.95,16,1119.20,Regular,Yes,8,4.5,34,Thursday,No,33,21.5,3.99,V003
2023-01-26,East,306,Beauty,B049,Facial Roller,21.99,44,967.56,Regular,No,0,4.3,15,Thursday,No,89,29.5,0.00,V010
2023-01-26,West,402,Electronics,E024,Wireless Earbuds Basic,39.99,32,1279.68,Regular,Yes,10,3.9,20,Thursday,No,65,19.4,0.00,V001
2023-01-27,North,101,Grocery,G051,Artisan Oils,11.99,71,851.29,Regular,No,0,4.1,27,Friday,No,144,14.3,0.00,V008
2023-01-27,South,203,Clothing,C053,Running Shoes Pro,119.95,10,1199.50,Premium,Yes,5,4.7,33,Friday,No,21,26.3,0.00,V002
2023-01-27,East,301,Home,H025,Blender Professional,149.99,8,1199.92,Premium,No,0,4.6,14,Friday,No,17,19.8,6.99,V003
2023-01-27,West,404,Beauty,B029,Perfume Deluxe,99.99,11,1099.89,Premium,Yes,15,4.8,21,Friday,No,23,31.2,0.00,V010
2023-01-27,North,103,Electronics,E011,Headphones Wireless,69.99,23,1609.77,Regular,No,0,4.3,26,Friday,No,47,22.2,0.00,V001
2023-01-27,South,202,Grocery,G027,Premium Candy,3.99,123,491.77,Regular,Yes,0,3.7,35,Friday,No,247,14.1,0.00,V008
2023-01-27,East,304,Clothing,C065,Business Tie,39.95,26,1038.70,Regular,No,0,4.0,15,Friday,No,53,25.9,0.00,V002
2023-01-27,West,401,Home,H047,Air Fryer Pro,129.99,10,1299.90,Regular,Yes,8,4.4,18,Friday,No,21,23.6,5.99,V003
2023-01-28,North,105,Beauty,B004,Hair Styling Cream,16.99,52,883.48,Regular,No,0,4.1,25,Saturday,No,105,28.4,0.00,V010
2023-01-28,South,205,Electronics,E035,Gaming Headset Pro,129.99,11,1429.89,Premium,Yes,5,4.6,36,Saturday,No,23,20.5,0.00,V001
2023-01-28,East,307,Grocery,G055,Organic Coffee,9.99,79,789.21,Regular,No,0,4.2,14,Saturday,No,159,13.2,0.00,V008
2023-01-28,West,403,Clothing,C097,Designer Wallet Slim,59.95,17,1019.15,Regular,Yes,10,4.5,19,Saturday,No,35,28.7,0.00,V002
2023-01-28,North,104,Home,H015,Cookware Professional,199.99,6,1199.94,Premium,No,0,4.7,27,Saturday,No,13,19.3,9.99,V003
2023-01-28,South,201,Beauty,B041,Hair Serum,18.99,48,911.52,Regular,Yes,15,3.9,34,Saturday,No,97,30.4,0.00,V010
2023-01-28,East,302,Electronics,E023,Portable Speaker Pro,79.99,19,1519.81,Regular,No,0,4.4,16,Saturday,No,39,21.6,2.99,V001
2023-01-28,West,405,Grocery,G075,Premium Cookies Classic,7.49,87,651.63,Regular,Yes,5,3.8,20,Saturday,No,175,15.8,0.00,V008
2023-01-29,North,102,Clothing,C027,Winter Coat Basic,99.99,12,1199.88,Regular,No,0,4.3,26,Sunday,Yes,25,24.8,0.00,V002
2023-01-29,South,204,Home,H040,Stand Mixer Deluxe,219.95,5,1099.75,Premium,Yes,8,4.8,33,Sunday,Yes,11,21.7,8.99,V003
2023-01-29,East,306,Beauty,B045,Face Cream,24.99,41,1024.59,Regular,No,0,4.2,15,Sunday,Yes,83,29.6,0.00,V010
2023-01-29,West,402,Electronics,E028,Wireless Mouse Pro,49.99,26,1299.74,Regular,Yes,10,4.0,19,Sunday,Yes,53,18.7,0.00,V001
2023-01-29,North,101,Grocery,G063,Specialty Chocolate,6.99,94,657.06,Regular,No,0,4.1,25,Sunday,Yes,189,13.6,0.00,V008
2023-01-29,South,203,Clothing,C051,Athletic Pants,44.95,22,988.90,Regular,Yes,5,4.4,36,Sunday,Yes,45,25.4,0.00,V002
2023-01-29,East,301,Home,H027,Food Processor Pro,129.99,9,1169.91,Regular,No,0,4.5,14,Sunday,Yes,19,18.9,6.99,V003
2023-01-29,West,404,Beauty,B017,Makeup Brush,12.99,63,818.37,Regular,Yes,15,3.8,21,Sunday,Yes,127,30.5,0.00,V010
2023-01-30,North,103,Electronics,E013,Headphones Mini,39.99,29,1159.71,Regular,No,0,4.1,27,Monday,No,59,21.2,0.00,V001
2023-01-30,South,202,Grocery,G107,Premium Nuts Deluxe,12.49,68,849.32,Regular,Yes,0,4.3,34,Monday,No,137,15.4,0.00,V008
2023-01-30,East,304,Clothing,C061,Dress Pants,59.95,18,1079.10,Regular,No,0,4.2,16,Monday,No,37,26.1,0.00,V002
2023-01-30,West,401,Home,H049,Robot Vacuum Deluxe,299.99,4,1199.96,Premium,Yes,8,4.9,20,Monday,No,9,23.8,0.00,V003
2023-01-30,North,105,Beauty,B002,Body Lotion Deluxe,24.99,39,974.61,Regular,No,0,4.0,26,Monday,No,79,29.3,0.00,V010
2023-01-30,South,205,Electronics,E037,Smart Watch Deluxe,249.99,5,1249.95,Premium,Yes,5,4.7,33,Monday,No,11,19.9,0.00,V001
2023-01-30,East,307,Grocery,G039,Organic Snacks Deluxe,7.99,88,703.12,Regular,No,0,3.9,15,Monday,No,177,13.4,0.00,V008
2023-01-30,West,403,Clothing,C095,Designer Scarf Deluxe,69.95,13,909.35,Premium,Yes,10,4.6,19,Monday,No,27,28.9,0.00,V002
2023-01-31,North,104,Home,H017,Kitchen Tools Professional,49.99,21,1049.79,Regular,No,0,4.1,25,Tuesday,No,43,18.7,3.99,V003
2023-01-31,South,201,Beauty,B043,Nail Care Professional,34.99,29,1014.71,Regular,Yes,15,4.3,36,Tuesday,No,59,30.7,0.00,V010
2023-01-31,East,302,Electronics,E025,Bluetooth Speaker Deluxe,129.99,11,1429.89,Premium,No,0,4.5,14,Tuesday,No,23,22.1,3.99,V001
2023-01-31,West,405,Grocery,G071,Premium Coffee Premium,17.99,54,971.46,Regular,Yes,5,4.4,21,Tuesday,No,109,16.9,0.00,V008
2023-01-31,North,102,Clothing,C029,Winter Accessories Set,39.99,27,1079.73,Regular,No,0,4.0,27,Tuesday,No,55,25.2,0.00,V002
2023-01-31,South,204,Home,H042,Coffee Maker Deluxe,179.95,6,1079.70,Premium,Yes,8,4.8,33,Tuesday,No,13,22.5,5.99,V003
2023-01-31,East,306,Beauty,B051,Eye Serum,32.99,31,1022.69,Regular,No,0,4.6,15,Tuesday,No,63,31.1,0.00,V010
2023-01-31,West,402,Electronics,E026,Wireless Charger Deluxe,49.99,24,1199.76,Regular,Yes,10,4.2,18,Tuesday,No,49,20.3,0.00,V001
2023-02-01,North,101,Grocery,G047,Artisan Honey,14.99,61,914.39,Regular,No,0,4.0,26,Wednesday,No,123,14.7,0.00,V008
2023-02-01,South,203,Clothing,C051,Running Shorts Deluxe,39.95,24,958.80,Regular,Yes,5,4.5,35,Wednesday,No,49,26.7,0.00,V002
2023-02-01,East,301,Home,H029,Blender Deluxe,129.99,9,1169.91,Regular,No,0,4.4,16,Wednesday,No,19,19.5,5.99,V003
2023-02-01,West,404,Beauty,B031,Perfume Premium,149.99,7,1049.93,Premium,Yes,15,4.7,19,Wednesday,No,15,32.5,0.00,V010
2023-02-01,North,103,Electronics,E015,Headphones Deluxe,149.99,10,1499.90,Premium,No,0,4.6,25,Wednesday,No,21,22.8,0.00,V001
2023-02-01,South,202,Grocery,G019,Premium Chocolate Premium,9.99,77,769.23,Regular,Yes,0,4.2,34,Wednesday,No,155,15.1,0.00,V008
2023-02-01,East,304,Clothing,C057,Business Shirt Deluxe,79.95,14,1119.30,Premium,No,0,4.3,15,Wednesday,No,29,26.4,0.00,V002
2023-02-01,West,401,Home,H051,Air Purifier Deluxe,199.99,5,999.95,Premium,Yes,8,4.9,20,Wednesday,No,11,23.9,7.99,V003
2023-02-02,North,105,Beauty,B001,Hair Treatment Deluxe,29.99,33,989.67,Regular,No,0,4.1,27,Thursday,No,67,29.8,0.00,V010
2023-02-02,South,205,Electronics,E039,Gaming Mouse Deluxe,99.99,12,1199.88,Premium,Yes,5,4.7,33,Thursday,No,25,20.7,0.00,V001
2023-02-02,East,307,Grocery,G051,Organic Tea Premium,8.99,81,728.19,Regular,No,0,4.0,14,Thursday,No,163,13.8,0.00,V008
2023-02-02,West,403,Clothing,C093,Designer Ties Set,89.95,11,989.45,Premium,Yes,10,4.5,21,Thursday,No,23,29.1,0.00,V002
2023-02-02,North,104,Home,H019,Cookware Deluxe,249.99,4,999.96,Premium,No,0,4.8,26,Thursday,No,9,19.7,9.99,V003
2023-02-02,South,201,Beauty,B045,Hair Oil,21.99,42,923.58,Regular,Yes,15,3.9,35,Thursday,No,85,30.3,0.00,V010
2023-02-02,East,302,Electronics,E027,Portable Speaker Premium,119.99,11,1319.89,Premium,No,0,4.5,15,Thursday,No,23,21.8,2.99,V001
2023-02-02,West,405,Grocery,G067,Premium Cookies Deluxe,9.99,75,749.25,Regular,Yes,5,4.1,18,Thursday,No,151,16.5,0.00,V008
2023-02-03,North,102,Clothing,C025,Winter Boots Deluxe,159.99,7,1119.93,Premium,No,0,4.7,27,Friday,No,15,25.5,0.00,V002
2023-02-03,South,204,Home,H044,Kitchen Scale Deluxe,49.95,19,949.05,Regular,Yes,8,4.0,34,Friday,No,39,21.3,2.99,V003
2023-02-03,East,306,Beauty,B047,Face Mask Premium,34.99,28,979.72,Regular,No,0,4.4,16,Friday,No,57,29.7,0.00,V010
2023-02-03,West,402,Electronics,E034,Wireless Keyboard Deluxe,119.99,10,1199.90,Premium,Yes,10,4.6,19,Friday,No,21,19.2,0.00,V001
2023-02-03,North,101,Grocery,G059,Specialty Tea Premium,11.99,69,827.31,Regular,No,0,4.3,26,Friday,No,139,14.5,0.00,V008
2023-02-03,South,203,Clothing,C049,Athletic Shoes Deluxe,129.95,9,1169.55,Premium,Yes,5,4.8,35,Friday,No,19,26.9,0.00,V002
2023-02-03,East,301,Home,H031,Food Processor Deluxe,179.99,6,1079.94,Premium,No,0,4.5,15,Friday,No,13,19.4,6.99,V003
2023-02-03,West,404,Beauty,B015,Makeup Set Premium,99.99,10,999.90,Premium,Yes,15,4.7,20,Friday,No,21,31.8,0.00,V010
2023-02-04,North,103,Electronics,E017,Headphones Premium,199.99,7,1399.93,Premium,No,0,4.8,25,Saturday,No,15,22.4,0.00,V001
2023-02-04,South,202,Grocery,G103,Premium Granola Premium,12.99,64,831.36,Regular,Yes,0,4.2,36,Saturday,No,129,15.3,0.00,V008
2023-02-04,East,304,Clothing,C053,Dress Shoes Deluxe,149.95,8,1199.60,Premium,No,0,4.6,14,Saturday,No,17,27.2,0.00,V002
2023-02-04,West,401,Home,H053,Smart Thermostat Deluxe,199.99,5,999.95,Premium,Yes,8,4.9,19,Saturday,No,11,24.1,0.00,V003
2023-02-04,North,105,Beauty,B000,Body Scrub Premium,29.99,31,929.69,Regular,No,0,4.3,27,Saturday,No,63,29.9,0.00,V010
2023-02-04,South,205,Electronics,E041,Smart Watch Premium,299.99,4,1199.96,Premium,Yes,5,4.8,33,Saturday,No,9,20.1,0.00,V001
2023-02-04,East,307,Grocery,G035,Organic Chips Premium,7.99,83,663.17,Regular,No,0,4.0,15,Saturday,No,167,13.9,0.00,V008
2023-02-04,West,403,Clothing,C091,Designer Hat Premium,49.95,18,899.10,Regular,Yes,10,4.4,20,Saturday,No,37,28.3,0.00,V002
2023-02-05,North,104,Home,H021,Kitchen Utensils Deluxe,39.99,25,999.75,Regular,No,0,4.1,26,Sunday,Yes,51,18.9,2.99,V003
2023-02-05,South,201,Beauty,B047,Nail Polish Set Premium,49.99,19,949.81,Regular,Yes,15,4.5,35,Sunday,Yes,39,30.9,0.00,V010
2023-02-05,East,302,Electronics,E029,Bluetooth Earbuds Premium,99.99,13,1299.87,Premium,No,0,4.7,16,Sunday,Yes,27,22.3,0.00,V001
2023-02-05,West,405,Grocery,G071,Premium Jam Premium,11.99,67,803.33,Regular,Yes,5,4.2,19,Sunday,Yes,135,16.2,0.00,V008
2023-02-05,North,102,Clothing,C023,Winter Scarf Premium,39.99,24,959.76,Regular,No,0,4.3,25,Sunday,Yes,49,25.8,0.00,V002
2023-02-05,South,204,Home,H046,Coffee Grinder Premium,89.95,14,1259.30,Regular,Yes,8,4.6,34,Sunday,Yes,29,22.7,3.99,V003
2023-02-05,East,306,Beauty,B053,Facial Roller Premium,34.99,29,1014.71,Regular,No,0,4.4,15,Sunday,Yes,59,30.7,0.00,V010
2023-02-05,West,402,Electronics,E030,Wireless Earbuds Premium,89.99,16,1439.84,Premium,Yes,10,4.5,18,Sunday,Yes,33,19.6,0.00,V001
2023-02-06,North,101,Grocery,G043,Artisan Oils Premium,17.99,54,971.46,Regular,No,0,4.1,27,Monday,No,109,14.9,0.00,V008
2023-02-06,South,203,Clothing,C045,Running Shoes Premium,149.99,8,1199.92,Premium,Yes,5,4.8,33,Monday,No,17,27.3,0.00,V002
2023-02-06,East,301,Home,H033,Blender Professional Premium,199.99,5,999.95,Premium,No,0,4.7,14,Monday,No,11,20.1,6.99,V003
2023-02-06,West,404,Beauty,B033,Perfume Collection,199.99,5,999.95,Premium,Yes,15,4.9,21,Monday,No,11,32.1,0.00,V010
2023-02-06,North,103,Electronics,E019,Headphones Pro Premium,179.99,8,1439.92,Premium,No,0,4.7,26,Monday,No,17,22.9,0.00,V001
2023-02-06,South,202,Grocery,G019,Premium Candy Premium,5.99,96,575.04,Regular,Yes,0,3.9,35,Monday,No,193,14.6,0.00,V008
2023-02-06,East,304,Clothing,C057,Business Tie Premium,59.95,15,899.25,Regular,No,0,4.2,15,Monday,No,31,26.5,0.00,V002
2023-02-06,West,401,Home,H055,Air Fryer Premium,149.99,8,1199.92,Premium,Yes,8,4.6,18,Monday,No,17,23.5,5.99,V003
2023-02-07,North,105,Beauty,B000,Hair Styling Set Premium,49.99,18,899.82,Regular,No,0,4.4,27,Tuesday,No,37,29.5,0.00,V010
2023-02-07,South,205,Electronics,E043,Gaming Headset Premium,179.99,6,1079.94,Premium,Yes,5,4.8,34,Tuesday,No,13,20.4,0.00,V001
2023-02-07,East,307,Grocery,G047,Organic Coffee Premium,14.99,62,929.38,Regular,No,0,4.3,16,Tuesday,No,125,13.7,0.00,V008
2023-02-07,West,403,Clothing,C089,Designer Wallet Premium,99.95,10,999.50,Premium,Yes,10,4.7,19,Tuesday,No,21,29.2,0.00,V002
2023-02-07,North,104,Home,H023,Cookware Premium,249.99,4,999.96,Premium,No,0,4.8,26,Tuesday,No,9,19.6,9.99,V003
2023-02-07,South,201,Beauty,B049,Hair Serum Premium,29.99,33,989.67,Regular,Yes,15,4.1,33,Tuesday,No,67,31.2,0.00,V010
2023-02-07,East,302,Electronics,E031,Portable Speaker Ultimate,149.99,9,1349.91,Premium,No,0,4.6,15,Tuesday,No,19,22.5,2.99,V001
2023-02-07,West,405,Grocery,G075,Premium Cookies Ultimate,11.99,68,815.32,Regular,Yes,5,4.0,20,Tuesday,No,137,16.1,0.00,V008
2023-02-08,North,102,Clothing,C019,Winter Coat Premium,179.99,6,1079.94,Premium,No,0,4.8,25,Wednesday,No,13,25.9,0.00,V002
2023-02-08,South,204,Home,H048,Stand Mixer Premium,299.95,3,899.85,Premium,Yes,8,4.9,36,Wednesday,No,7,22.8,8.99,V003
2023-02-08,East,306,Beauty,B045,Face Cream Premium,39.99,25,999.75,Regular,No,0,4.5,14,Wednesday,No,51,30.6,0.00,V010
2023-02-08,West,402,Electronics,E036,Wireless Mouse Premium,69.99,16,1119.84,Regular,Yes,10,4.3,19,Wednesday,No,33,19.8,0.00,V001
2023-02-08,North,101,Grocery,G055,Specialty Chocolate Premium,9.99,73,729.27,Regular,No,0,4.2,27,Wednesday,No,147,14.2,0.00,V008
2023-02-08,South,203,Clothing,C043,Athletic Pants Premium,69.95,15,1049.25,Regular,Yes,5,4.6,33,Wednesday,No,31,26.1,0.00,V002
2023-02-08,East,301,Home,H035,Food Processor Premium,179.99,6,1079.94,Premium,No,0,4.7,15,Wednesday,No,13,19.9,6.99,V003
2023-02-08,West,404,Beauty,B013,Makeup Brushes Set Premium,49.99,19,949.81,Regular,Yes,15,4.3,20,Wednesday,No,39,31.5,0.00,V010
2023-02-09,North,103,Electronics,E021,Headphones Ultimate,249.99,5,1249.95,Premium,No,0,4.9,26,Thursday,No,11,23.2,0.00,V001
2023-02-09,South,202,Grocery,G099,Premium Nuts Ultimate,14.99,59,884.41,Regular,Yes,0,4.4,35,Thursday,No,119,15.6,0.00,V008
2023-02-09,East,304,Clothing,C051,Dress Pants Premium,89.95,13,1169.35,Premium,No,0,4.5,16,Thursday,No,27,27.4,0.00,V002
2023-02-09,West,401,Home,H057,Robot Vacuum Premium,399.99,3,1199.97,Premium,Yes,8,4.9,19,Thursday,No,7,24.3,0.00,V003
2023-02-09,North,105,Beauty,B000,Body Lotion Premium,34.99,27,944.73,Regular,No,0,4.2,25,Thursday,No,55,30.4,0.00,V010
2023-02-09,South,205,Electronics,E045,Smart Watch Ultimate,399.99,3,1199.97,Premium,Yes,5,4.9,34,Thursday,No,7,20.3,0.00,V001
2023-02-09,East,307,Grocery,G031,Organic Snacks Premium,9.99,75,749.25,Regular,No,0,4.1,15,Thursday,No,151,14.4,0.00,V008
2023-02-09,West,403,Clothing,C087,Designer Scarf Premium,89.95,11,989.45,Premium,Yes,10,4.7,20,Thursday,No,23,29.5,0.00,V002
2023-02-10,North,104,Home,H025,Kitchen Tools Premium,69.99,14,979.86,Regular,No,0,4.3,27,Friday,No,29,19.2,3.99,V003
